scenario,product,category,customer_type,user_activity,time_of_day,day_type,season,weather,discount,urgency,tone,emoji,notification
Trends & Recommendations,Watermelon Sorbet,Sorbet,Inactive,Home Feed View,Morning,Weekend,Winter,Sunny,15%,High,Exciting,🍧,👑 Watermelon Sorbet is the undisputed menu royalty in Bengaluru right now.
Search & Discovery,Red Velvet Swirl,Ice Cream,Loyal,Scrolled Category,Late Night,Weekday,Spring,Rainy,50%,Medium,Playful,🍦,👁️ You've looked at Red Velvet Swirl multiple times. It's not going to order itself.
Product Launches,Tricolor Kulfi Bar,Kulfi,Occasional,Notify Me Clicked,Late Night,Weekend,Monsoon,Cold,50%,High,Warm,🍡,📦 Restock confirmed: Tricolor Kulfi Bar is back on the menu and ready.
Product Launches,Kesar Pista,Ice Cream,Premium,Notify Me Clicked,Evening,Weekend,Monsoon,Rainy,50%,Medium,Warm,🍦,📦 Restock confirmed: Kesar Pista is back on the menu and ready.
Discounts & Promotions,Coffee Caramel Swirl,Ice Cream,New,App Open,Evening,Weekend,Summer,Rainy,40%,High,Playful,🍦,⚡ Flash deal: Coffee Caramel Swirl at forty % off. Blink and you'll miss it.
Lifecycle & Re10tion,Butterscotch Pecan,Ice Cream,New,App Open,Night,Weekend,Autumn,Hot,20%,Medium,Playful,🍦,⚡ Week 15 streak intact — one Butterscotch Pecan order keeps the fire burning.
Transactional,Mango Chili Sorbet,Sorbet,Premium,Order Placed,Late Night,Weekday,Spring,Hot,0%,Low,Warm,🍧,✅ Mango Chili Sorbet order confirmed. Kitchen mode: activated.
Time & Context,Rasmalai Cake Slice,Ice Cream,Occasional,App Open,Morning,Weekday,Autumn,Cloudy,40%,Medium,Friendly,🍦,🌦️ Cloudy in Pune + Rasmalai Cake Slice = perfect combo. Do the math.
Transactional,Chocolate Brownie Ice Cream,Bakery Dessert,Returning,Payment Attempted,Afternoon,Weekday,Winter,Hot,No Discount,High,Exciting,🧁,❌ Payment failed on Chocolate Brownie Ice Cream. Quick fix needed — tap to retry.
Transactional,Peanut Butter Cup,Ice Cream,Premium,Payment Attempted,Morning,Weekday,Winter,Cloudy,No Discount,High,Premium,🍦,❌ Payment failed on Peanut Butter Cup. Quick fix needed — tap to retry.
Transactional,Roasted Almond Fudge,Ice Cream,Occasional,Order Placed,Evening,Weekday,Monsoon,Sunny,0%,Low,Urgent,🍦,📋 Order in — Roasted Almond Fudge is on the board. We're on it.
Discounts & Promotions,Hot Fudge Sundae,Sundae,Premium,App Open,Late Night,Weekday,Winter,Hot,25%,Low,Luxury,🍨,🎉 Loyalty perk dropped: 25 % off Hot Fudge Sundae. Because you deserve it.
Search & Discovery,Rasmalai Cake Slice,Ice Cream,Premium,Search No Result,Afternoon,Weekday,Summer,Cold,50%,High,Urgent,🍦,"🔍 No exact match, but Rasmalai Cake Slice? Pretty sweet consolation prize."
Time & Context,Chocolate Brownie Ice Cream,Bakery Dessert,Loyal,App Open,Evening,Weekend,Autumn,Cloudy,20%,High,Playful,🧁,"📅 Weekend checklist: work done ✅, Chocolate Brownie Ice Cream pending ⬜. Fix that."
Product Launches,10der Coconut,Ice Cream,Inactive,Notify Me Clicked,Afternoon,Weekend,Autumn,Cloudy,30%,Low,Minimal,🍦,🔄 Back by demand: 10der Coconut is restocked in Kolkata.
Discounts & Promotions,Sorbet Cup,Sorbet,Occasional,App Open,Night,Weekend,Autumn,Cold,30%,High,Warm,🍧,🏅 Loyal customers eat better — 30 % off Sorbet Cup just hit your account.
Cart & Purchase In10t,Gulab Jamun Cheesecake,Cheesecake,Returning,Cart idle 1d,Night,Weekday,Winter,Sunny,20%,Low,Urgent,🍰,🫵 You. Gulab Jamun Cheesecake. Cart. Let's finish what you started.
Transactional,Black Currant,Ice Cream,Inactive,Order Dispatched,Evening,Weekend,Monsoon,Rainy,No Discount,Medium,Friendly,🍦,📍 Delivery update: Black Currant is 35 minutes from your door.
Discounts & Promotions,Mint Chocolate,Ice Cream,Occasional,Subscription Page View,Morning,Weekend,Spring,Cloudy,20%,High,Luxury,🍦,📅 Subscribe to Mint Chocolate and pocket 20 % every single week. Do the math.
Transactional,Guava Chili Sorbet,Sorbet,New,Order Delivered,Night,Weekday,Winter,Cloudy,No Discount,Low,Urgent,🍧,✅ Done! Guava Chili Sorbet delivered successfully in Mumbai. Dig in.
Social & Referral,Cheesecake,Cheesecake,Returning,Referral Page View,Afternoon,Weekday,Monsoon,Hot,20%,Low,Friendly,🍰,🔗 Refer a friend to Cheesecake — both of you win 20 % off.
Trends & Recommendations,Cookie Dough Delight,Bakery Dessert,Loyal,App Open,Late Night,Weekday,Autumn,Sunny,0%,High,Urgent,🧁,🤖 Algorithm approved: Cookie Dough Delight is your next order. Trust the process.
Lifecycle & Re10tion,Mango Chili Sorbet,Sorbet,Inactive,First App Open,Evening,Weekend,Autumn,Cold,25%,Low,Luxury,🍧,🎁 First timer? Mango Chili Sorbet at 25 % off is your welcome gift.
Discounts & Promotions,Triple Chocolate Brownie Sundae,Sundae,Loyal,Coupon Page View,Afternoon,Weekend,Autumn,Rainy,25%,Low,Minimal,🍨,🎟️ Coupon unlocked: 25 % off Triple Chocolate Brownie Sundae. It's in your wallet. Use it.
Trends & Recommendations,Rocky Road,Ice Cream,Premium,App Open,Late Night,Weekday,Autumn,Cloudy,25%,Medium,Exciting,🍦,🎯 Based on your vibe: Rocky Road. We're rarely wrong about this.
Discounts & Promotions,Oreo Sundae,Sundae,Loyal,Promo Banner View,Evening,Weekday,Monsoon,Rainy,25%,High,Warm,🍨,⚡ Flash deal: Oreo Sundae at 25 % off. Blink and you'll miss it.
Time & Context,Strawberry,Ice Cream,Premium,App Open,Late Night,Weekday,Monsoon,Cloudy,Free Delivery,High,Friendly,🍦,☁️ Cloudy weather in Bengaluru? Strawberry is the obvious antidote.
Discounts & Promotions,Mango Tango,Ice Cream,Premium,App Open,Afternoon,Weekend,Spring,Rainy,25%,Medium,Funny,🍦,🎉 Loyalty perk dropped: 25 % off Mango Tango. Because you deserve it.
Cart & Purchase In10t,Mango Chili Sorbet,Sorbet,Premium,Browsing,Morning,Weekday,Winter,Cold,10%,Medium,Minimal,🍧,💸 Price drop on Mango Chili Sorbet: 10 % off. No coupon needed. Just tap.
Festivals & Occasions,Mango Delight,Ice Cream,Occasional,App Open,Evening,Weekend,Spring,Cloudy,20%,Low,Luxury,🍦,🥳 Any excuse to celebrate? Mango Delight says yes to all of them.
Lifecycle & Re10tion,10der Coconut,Ice Cream,Loyal,First App Open,Night,Weekend,Summer,Cold,20%,Low,Funny,🍦,👋 Welcome! Your first 10der Coconut order gets 20 % off. Easy start.
App Updates,Lychee Rose,Ice Cream,Loyal,App Open,Night,Weekend,Winter,Cold,0%,Low,Warm,🍦,"🔧 Fixed, polished, faster — ordering Lychee Rose is smooth as ever now."
Social & Referral,Pistachio Rose,Ice Cream,Occasional,Group Cart View,Afternoon,Weekday,Summer,Rainy,20%,High,Urgent,🍦,"👥 Group Pistachio Rose order = 20 % off for everyone. Do the math, then do the order."
Discounts & Promotions,Rose Thandai Kulfi,Kulfi,Inactive,App Open,Morning,Weekday,Spring,Cold,25%,High,Premium,🍡,🏅 Loyal customers eat better — 25 % off Rose Thandai Kulfi just hit your account.
Search & Discovery,Mini Brownie Bites,Bakery Dessert,New,Search Performed,Night,Weekday,Autumn,Cold,No Discount,High,Exciting,🧁,📲 Your search? Answered. It's Mini Brownie Bites.
Time & Context,Tiramisu Jar,Jar Dessert,Premium,App Open,Night,Weekday,Monsoon,Cold,Free Delivery,Low,Exciting,🍮,🕐 It's night and Tiramisu Jar delivers. Need we say more?
Festivals & Occasions,Nutella Stuffed Croissant,Bakery Dessert,New,App Open,Late Night,Weekday,Summer,Sunny,0%,Low,Minimal,🧁,🥳 Any excuse to celebrate? Nutella Stuffed Croissant says yes to all of them.
Trends & Recommendations,Salted Caramel Brownie,Bakery Dessert,Premium,App Open,Evening,Weekend,Autumn,Rainy,30%,Medium,Urgent,🧁,📊 Your order DNA says: Salted Caramel Brownie is the next logical step.
Product Launches,Mango Shake,Shake,Occasional,Home Feed View,Afternoon,Weekday,Spring,Sunny,40%,Medium,Warm,🥤,⏳ Limited run: Mango Shake is here for this spring only. Act fast.
Transactional,Black Currant Bliss,Ice Cream,Returning,Payment Attempted,Evening,Weekday,Autumn,Hot,No Discount,High,Urgent,🍦,⚠️ Black Currant Bliss order stalled: payment issue. One tap to sort it out.
Trends & Recommendations,Triple Scoop Sundae,Sundae,Premium,Order History View,Late Night,Weekend,Spring,Hot,25%,High,Urgent,🍨,📊 Your order DNA says: Triple Scoop Sundae is the next logical step.
Product Launches,Strawberry,Ice Cream,Loyal,Home Feed View,Afternoon,Weekend,Autumn,Sunny,0%,Low,Premium,🍦,"🔒 Once it's gone, it's gone — Strawberry is a limited edition."
Product Launches,Roasted Almond Fudge,Ice Cream,New,Home Feed View,Night,Weekend,Summer,Cloudy,Free Delivery,Medium,Warm,🍦,"🔒 Once it's gone, it's gone — Roasted Almond Fudge is a limited edition."
Discounts & Promotions,Triple Scoop Sundae,Sundae,Occasional,Coupon Page View,Evening,Weekend,Spring,Sunny,15%,High,Premium,🍨,🎟️ Coupon unlocked: 15 % off Triple Scoop Sundae. It's in your wallet. Use it.
Cart & Purchase In10t,Dark Chocolate Truffle,Ice Cream,Inactive,Notify Me Clicked,Morning,Weekday,Autumn,Sunny,No Discount,High,Urgent,🍦,🎉 The Dark Chocolate Truffle shortage is officially over in Pune. Order while you can.
App Updates,Pistachio Rose,Ice Cream,Returning,App Open,Night,Weekend,Spring,Hot,0%,Low,Luxury,🍦,🆕 App update: Pistachio Rose ordering just got faster. Try it now.
App Updates,Caramel Pecan Tart,Bakery Dessert,Loyal,App Open,Night,Weekend,Spring,Sunny,0%,Low,Playful,🧁,📍 Expansion news: Caramel Pecan Tart now delivers to more of Pune.
Festivals & Occasions,Triple Scoop Sundae,Sundae,Inactive,Home Feed View,Morning,Weekend,Spring,Hot,20%,Medium,Premium,🍨,🪔 Dussehra deserves Triple Scoop Sundae on the table. Don't miss out.
Lifecycle & Re10tion,Cookie Dough Delight,Bakery Dessert,Premium,First App Open,Evening,Weekday,Winter,Sunny,15%,Medium,Urgent,🧁,🎁 First timer? Cookie Dough Delight at 15 % off is your welcome gift.
Lifecycle & Re10tion,Mango Shake,Shake,Loyal,First App Open,Late Night,Weekday,Autumn,Hot,15%,High,Exciting,🥤,👋 Welcome! Your first Mango Shake order gets 15 % off. Easy start.
App Updates,Rose Pistachio Brownie,Bakery Dessert,Premium,App Open,Evening,Weekend,Autumn,Cloudy,No Discount,Low,Funny,🧁,✨ Bug-free update shipped: your Rose Pistachio Brownie checkout experience is cleaner now.
Trends & Recommendations,Salted Caramel Brownie,Bakery Dessert,Loyal,App Open,Morning,Weekend,Spring,Hot,50%,Low,Warm,🧁,🔥 Salted Caramel Brownie is literally trending in Pune right now. Don't miss it.
Cart & Purchase In10t,Falooda,Beverage Dessert,Inactive,Order History View,Late Night,Weekend,Spring,Cloudy,25%,Medium,Luxury,🥛,⚡ Same Falooda. Same joy. Faster this time — one tap reorder.
Lifecycle & Re10tion,Watermelon Sorbet,Sorbet,Occasional,Inactive,Late Night,Weekday,Autumn,Cold,15%,Low,Minimal,🍧,⏰ 60-day gap recorded. 15 % off Watermelon Sorbet waiting to fix that.
Cart & Purchase In10t,Rose Pistachio Brownie,Bakery Dessert,Occasional,Favoriting,Morning,Weekend,Autumn,Cloudy,10%,High,Friendly,🧁,📌 Pinned: Rose Pistachio Brownie. Unpinned excuse not to order it: none.
App Updates,Rose Pistachio Brownie,Bakery Dessert,Occasional,App Open,Morning,Weekday,Spring,Rainy,No Discount,Low,Luxury,🧁,🆕 App update: Rose Pistachio Brownie ordering just got faster. Try it now.
Time & Context,Rose Thandai Kulfi,Kulfi,New,App Open,Late Night,Weekend,Monsoon,Hot,Buy1Get1,Medium,Playful,🍡,🕐 It's late night and Rose Thandai Kulfi delivers. Need we say more?
Transactional,Mint Chocolate Chip,Ice Cream,Inactive,Payment Attempted,Afternoon,Weekend,Autumn,Rainy,0%,High,Funny,🍦,⚠️ Mint Chocolate Chip order stalled: payment issue. One tap to sort it out.
Cart & Purchase In10t,Chocolate Shake,Shake,Returning,Cart Saved,Afternoon,Weekend,Monsoon,Sunny,15%,Low,Urgent,🥤,📉 Chocolate Shake just dropped 15 %. Your wallet is happy. Your tastebuds will be too.
Social & Referral,Chocolate Shake,Shake,Premium,Home Feed View,Night,Weekend,Monsoon,Rainy,Free Delivery,High,Warm,🥤,🎊 Party planning? Chocolate Shake party packs are literally made for this.
Discounts & Promotions,Nutella Stuffed Croissant,Bakery Dessert,Premium,Subscription Page View,Late Night,Weekday,Autumn,Sunny,15%,Medium,Premium,🧁,"🔁 Weekly Nutella Stuffed Croissant subscription = 15 % off forever. Yes, forever."
Discounts & Promotions,Black Currant Bliss,Ice Cream,Loyal,App Open,Afternoon,Weekend,Winter,Cloudy,25%,Low,Friendly,🍦,🏅 Loyal customers eat better — 25 % off Black Currant Bliss just hit your account.
Trends & Recommendations,Belgian Chocolate,Ice Cream,Occasional,Home Feed View,Night,Weekend,Spring,Cloudy,0%,High,Urgent,🍦,📣 88 orders of Belgian Chocolate in Mumbai since this night. Word is out.
Festivals & Occasions,Black Currant,Ice Cream,New,Home Feed View,Afternoon,Weekday,Summer,Cold,40%,Low,Premium,🍦,"📆 Today's food holiday agenda: step 1, order Black Currant. That's the whole list."
Search & Discovery,Watermelon Sorbet,Sorbet,Occasional,Scrolled Category,Afternoon,Weekend,Winter,Cloudy,10%,Low,Exciting,🍧,🤔 Watermelon Sorbet keeps showing up in your history. Coincidence? We think not.
Social & Referral,Petrichor Pistachio,Ice Cream,Returning,Group Cart View,Night,Weekend,Autumn,Hot,10%,Low,Funny,🍦,"👥 Group Petrichor Pistachio order = 10 % off for everyone. Do the math, then do the order."
Discounts & Promotions,Lychee Rose,Ice Cream,Premium,Coupon Page View,Afternoon,Weekend,Monsoon,Cloudy,20%,Medium,Funny,🍦,💌 A little 20 % gift for you — use it on Lychee Rose before it expires.
App Updates,Vanilla,Ice Cream,New,App Open,Afternoon,Weekend,Spring,Hot,No Discount,Low,Urgent,🍦,📱 Update live: Vanilla recommendations are now smarter than ever before.
Transactional,Nutella Stuffed Croissant,Bakery Dessert,Loyal,Order Dispatched,Late Night,Weekday,Spring,Cloudy,No Discount,Medium,Minimal,🧁,🛵 Your Nutella Stuffed Croissant is en route — 17 minutes out. Almost time.
Discounts & Promotions,Choco Walnut Brownie,Bakery Dessert,Occasional,Coupon Page View,Morning,Weekend,Monsoon,Sunny,10%,Medium,Funny,🧁,🎟️ Coupon unlocked: 10 % off Choco Walnut Brownie. It's in your wallet. Use it.
App Updates,Red Velvet,Ice Cream,Loyal,App Open,Afternoon,Weekday,Spring,Cloudy,No Discount,Low,Minimal,🍦,📱 Update live: Red Velvet recommendations are now smarter than ever before.
Search & Discovery,Choco Lava Brownie,Bakery Dessert,New,Search Performed,Night,Weekend,Summer,Cold,25%,Low,Premium,🧁,🔔 Following up on your search — Choco Lava Brownie is waving at you.
Cart & Purchase In10t,Cookie Dough Delight,Bakery Dessert,Occasional,Notify Me Clicked,Afternoon,Weekday,Spring,Cold,10%,Medium,Minimal,🧁,🎉 The Cookie Dough Delight shortage is officially over in Chennai. Order while you can.
Social & Referral,Tiramisu Jar,Jar Dessert,Premium,Home Feed View,Afternoon,Weekday,Winter,Sunny,20%,Medium,Minimal,🍮,🥳 Feeding the crew this weekday? Tiramisu Jar in bulk has you sorted.
Discounts & Promotions,Tricolor Kulfi Bar,Kulfi,Loyal,Subscription Page View,Morning,Weekday,Autumn,Sunny,10%,Medium,Exciting,🍡,"🔁 Weekly Tricolor Kulfi Bar subscription = 10 % off forever. Yes, forever."
Festivals & Occasions,Red Velvet Swirl,Ice Cream,New,Home Feed View,Morning,Weekend,Winter,Sunny,20%,Medium,Funny,🍦,🪔 World Dessert Day deserves Red Velvet Swirl on the table. Don't miss out.
Lifecycle & Re10tion,Mango Shake,Shake,Premium,Inactive,Morning,Weekday,Spring,Cloudy,10%,Medium,Warm,🥤,😢 30 days without Mango Shake. That's too long. Come back with 10 % off.
Discounts & Promotions,Coffee Crunch,Ice Cream,Occasional,Promo Banner View,Morning,Weekend,Autumn,Hot,50%,High,Minimal,🍦,💥 Coffee Crunch just got 50 % cheaper. This morning only.
Cart & Purchase In10t,Blue Velvet Cloud,Ice Cream,Loyal,App Open,Morning,Weekend,Winter,Rainy,15%,Low,Urgent,🍦,🍽️ Your Blue Velvet Cloud reorder is prepped and waiting. Just confirm.
Social & Referral,Mango Cheesecake Jar,Cheesecake,Occasional,Group Cart View,Night,Weekday,Spring,Hot,20%,Low,Minimal,🍰,"👥 Group Mango Cheesecake Jar order = 20 % off for everyone. Do the math, then do the order."
Time & Context,Rose Pistachio Brownie,Bakery Dessert,Inactive,App Open,Evening,Weekend,Summer,Hot,10%,Low,Playful,🧁,🌙 Evening cravings are real. Rose Pistachio Brownie is the answer.
Trends & Recommendations,Tricolor Kulfi Bar,Kulfi,New,Home Feed View,Evening,Weekend,Spring,Sunny,No Discount,High,Friendly,🍡,👥 267 people in Bengaluru ordered Tricolor Kulfi Bar today. Join the club.
Discounts & Promotions,Coffee Toffee Crunch,Ice Cream,Loyal,App Open,Night,Weekday,Spring,Rainy,20%,Medium,Funny,🍦,🏅 Loyal customers eat better — 20 % off Coffee Toffee Crunch just hit your account.
Cart & Purchase In10t,Lotus Biscoff Tart,Bakery Dessert,New,Cart Saved,Evening,Weekend,Autumn,Hot,10%,Low,Funny,🧁,📉 Lotus Biscoff Tart just dropped 10 %. Your wallet is happy. Your tastebuds will be too.
Trends & Recommendations,Sorbet Cup,Sorbet,Occasional,Home Feed View,Evening,Weekend,Spring,Cold,Buy1Get1,Low,Urgent,🍧,📣 530 orders of Sorbet Cup in Hyderabad since this evening. Word is out.
Search & Discovery,Kulfi,Kulfi,Returning,Search No Result,Evening,Weekend,Winter,Cloudy,25%,Medium,Minimal,🍡,🤷 Couldn't find that — but Kulfi is basically the same vibe.
Cart & Purchase In10t,Salted Caramel Brownie Bliss,Bakery Dessert,Loyal,Cart Saved,Morning,Weekday,Winter,Rainy,30%,High,Luxury,🧁,📉 Salted Caramel Brownie Bliss just dropped 30 %. Your wallet is happy. Your tastebuds will be too.
Discounts & Promotions,Rocky Road,Ice Cream,Loyal,App Open,Afternoon,Weekday,Winter,Rainy,30%,High,Urgent,🍦,"🚨 30 % off Rocky Road — active now, gone soon. You know what to do."
Discounts & Promotions,Mango Tango,Ice Cream,Premium,Coupon Page View,Afternoon,Weekday,Spring,Cold,10%,High,Urgent,🍦,🎟️ Coupon unlocked: 10 % off Mango Tango. It's in your wallet. Use it.
App Updates,Choco Chip Cookie Sandwich,Bakery Dessert,New,App Open,Morning,Weekday,Monsoon,Hot,0%,Low,Warm,🧁,⚡ New feature: one-tap reorder for Choco Chip Cookie Sandwich. You'll love this.
Transactional,Kesar Pista,Ice Cream,New,Order Placed,Evening,Weekend,Summer,Sunny,No Discount,Low,Friendly,🍦,✅ Kesar Pista order confirmed. Kitchen mode: activated.
Search & Discovery,Hot Fudge Sundae,Sundae,Premium,Search Performed,Morning,Weekday,Summer,Sunny,25%,Medium,Playful,🍨,🔔 Following up on your search — Hot Fudge Sundae is waving at you.
Social & Referral,Roasted Almond Fudge,Ice Cream,Inactive,Referral Page View,Night,Weekday,Winter,Cloudy,20%,High,Urgent,🍦,"👯 Share your code, earn 20 % off Roasted Almond Fudge. Friendship has perks."
Search & Discovery,Coffee Caramel Swirl,Ice Cream,Loyal,Search Performed,Morning,Weekend,Monsoon,Sunny,20%,Low,Urgent,🍦,📲 Your search? Answered. It's Coffee Caramel Swirl.
Transactional,Rocky Road,Ice Cream,Returning,Order Delivered,Evening,Weekday,Winter,Cold,No Discount,Low,Friendly,🍦,✅ Done! Rocky Road delivered successfully in Kolkata. Dig in.
Discounts & Promotions,Mint Chocolate,Ice Cream,Occasional,App Open,Morning,Weekend,Monsoon,Rainy,Free Delivery,High,Friendly,🍦,🛵 Free delivery on Mint Chocolate today. Zero. Nada. Nothing extra.
